Season,Round,DayNum,WinnerID,LoserID,WinnerSeed,LoserSeed,SeedDiffAbs,is_upset,SeedMatchup,W_eFG_pct,W_TOV_pct,W_ORB_pct,W_FTRate,W_ThreePtReliance,W_OffEff,W_DefEff,W_NetEff,W_DefFirstRatio,W_Pace,L_eFG_pct,L_TOV_pct,L_ORB_pct,L_FTRate,L_ThreePtReliance,L_OffEff,L_DefEff,L_NetEff,L_DefFirstRatio,L_Pace,W_RecentMomentum,W_FullSeasonWinPct,L_RecentMomentum,L_FullSeasonWinPct,W_MasseyVsSeedGap,W_MasseyImpliedSeed,L_MasseyVsSeedGap,L_MasseyImpliedSeed,Diff_eFG_pct,Diff_TOV_pct,Diff_ORB_pct,Diff_FTRate,Diff_ThreePtReliance,Diff_OffEff,Diff_DefEff,Diff_NetEff,Diff_DefFirstRatio,Diff_Pace,Diff_RecentMomentum,Diff_FullSeasonWinPct,Diff_MasseyVsSeedGap,Diff_MasseyImpliedSeed
2010,Round of 64,136,1124,1358,3,14,11,0,3v14,0.5462377943710511,0.1763826120883051,0.31552587646076796,0.37277426766226307,0.3245261344055141,114.2181961402127,99.08836780372529,15.129828336487407,0.8675357443229603,67.16064516129032,0.5433720219914477,0.1636746704741342,0.3303921568627451,0.3946243127672572,0.3982895540623091,113.78086121481542,102.99787392042967,10.782987294385748,0.9052302190433614,70.21642857142858,0.02580645161290329,0.7741935483870968,0.050000000000000044,0.75,0.7892243743499514,2.2107756256500486,7.71983111040811,6.28016888959189,0.002865772379603393,0.012707941614170909,-0.014866280401977128,-0.02185004510499411,-0.073763419656795,0.43733492539728047,-3.909506116704378,4.346841042101659,-0.037694474720401105,-3.055783410138261,-0.024193548387096753,0.024193548387096753,-6.930606736058159,-4.069393263941841
2010,Round of 64,136,1139,1431,5,12,7,0,5v12,0.5199252801992528,0.16965521956889626,0.28163653663177923,0.47696139476961397,0.39352428393524286,109.52469310624335,93.80157621805326,15.723116888190091,0.8564422648238965,63.998125,0.5299121844127332,0.1640430174563591,0.2725709372312984,0.40340285400658615,0.31174533479692645,108.37310738099066,91.79313920022881,16.579968180761853,0.8470103092783506,69.92625000000001,0.125,0.875,0.08750000000000002,0.8125,2.9141583424318194,2.0858416575681806,8.40778321482664,3.59221678517336,-0.009986904213480474,0.005612202112537157,0.00906559940048085,0.07355854076302781,0.0817789491383164,1.151585725252687,2.0084370178244484,-0.8568512925717613,0.009431955545545878,-5.9281250000000085,0.03749999999999998,0.0625,-5.493624872394821,-1.5063751276051796
2010,Round of 64,136,1140,1196,7,10,3,0,7v10,0.5509259259259259,0.14107839874126296,0.2754098360655738,0.382201646090535,0.3317901234567901,117.44836321961894,93.36412439358556,24.084238826033385,0.7949376375641966,70.3339393939394,0.4940352697095436,0.15361804897435113,0.35655737704918034,0.3381742738589212,0.31950207468879666,108.40941413956047,99.05032802679267,9.359086112767798,0.9136690647482015,66.05151515151516,-0.14848484848484855,0.8484848484848485,-0.23636363636363633,0.6363636363636364,5.367388260371808,1.6326117396281923,7.143261786588603,2.856738213411397,0.05689065621638234,-0.012539650233088173,-0.08114754098360655,0.04402737223161379,0.012288048767993442,9.038949080058472,-5.686203633207114,14.725152713265587,-0.11873142718400498,4.282424242424241,0.08787878787878778,0.21212121212121215,-1.7758735262167953,-1.2241264737832047
2010,Round of 64,136,1242,1250,1,16,15,0,1v16,0.5505533199195171,0.1575045001285751,0.3193033381712627,0.42404426559356134,0.3038229376257545,118.12194603781603,92.16061185468452,25.961334183131513,0.7802158273381294,69.22058823529412,0.5156337241764377,0.16318076977390047,0.2791095890410959,0.434394193188163,0.29704075935231716,107.79688985346081,100.48786612379604,7.309023729664773,0.9321963394342762,69.69125,-0.04117647058823526,0.9411764705882353,0.11250000000000004,0.6875,0.0,1.0,6.043959356245928,9.956040643754072,0.034919595743079346,-0.005676269645325388,0.04019374913016682,-0.010349927594601682,0.006782178273437356,10.325056184355219,-8.32725426911152,18.65231045346674,-0.1519805120961467,-0.4706617647058806,-0.1536764705882353,0.2536764705882353,-6.043959356245928,-8.956040643754072
2010,Round of 64,136,1243,1317,2,15,13,0,2v15,0.505872931126535,0.16865294330083064,0.39012738853503187,0.5205552589428724,0.3219434063000534,111.55172262530377,97.16361211759649,14.388110507707282,0.8710184821077468,71.239375,0.5091946734305643,0.18562593231986324,0.2891125343092406,0.5282181357006975,0.30310716550412176,106.26090813541997,101.10214353900892,5.1587645964110465,0.9514519056261342,69.138,-0.08125000000000004,0.78125,0.2666666666666667,0.7333333333333333,0.6759039815228132,1.3240960184771868,6.725044372923314,8.274955627076686,-0.0033217423040293736,-0.016972989019032603,0.10101485422579126,-0.007662876757825177,0.018836240795931658,5.2908144898838,-3.938531421412435,9.229345911296235,-0.08043342351838745,2.1013749999999902,-0.34791666666666676,0.04791666666666672,-6.049140391400501,-6.950859608599499
2010,Round of 64,136,1246,1190,1,16,15,0,1v16,0.5299295774647887,0.17228124126362873,0.3456614509246088,0.4351106639839034,0.2992957746478873,113.24276154285909,93.27605340148638,19.966708141372706,0.823682256867112,69.96941176470587,0.4795808704997313,0.18108350793175695,0.3486238532110092,0.400322407307899,0.2890918860827512,101.01995565410198,97.16186252771617,3.8580931263858105,0.9618086040386303,68.33333333333334,-0.04117647058823526,0.9411764705882353,0.22424242424242424,0.5757575757575758,-0.24880973627497083,1.2488097362749708,7.898339066139872,8.101660933860128,0.050348706965057444,-0.008802266668128222,-0.0029624022864003785,0.034788256676004436,0.010203888565136099,12.222805888757108,-3.8858091262297876,16.108615014986896,-0.13812634717151828,1.6360784313725247,-0.2654188948306595,0.3654188948306595,-8.147148802414844,-6.8528511975851565
2010,Round of 64,136,1293,1435,13,4,9,1,4v13,0.5547508690614137,0.18444903800286214,0.3310344827586207,0.4287369640787949,0.313441483198146,113.61515490854796,91.12541993281076,22.489734975737207,0.8020533880903491,66.975,0.5274532710280374,0.16942499639521286,0.2991913746630728,0.48014018691588783,0.3002336448598131,111.31587964549317,100.34172678526775,10.974152860225416,0.901414309484193,69.66516129032259,0.025000000000000022,0.875,-0.041935483870967794,0.7419354838709677,8.987468804400502,4.0125311955994984,1.7221611235879508,2.277838876412049,0.02729759803337628,0.01502404160764928,0.03184310809554791,-0.05140322283709292,0.013207838338332945,2.2992752630547955,-9.216306852456995,11.51558211551179,-0.09936092139384389,-2.6901612903225924,0.06693548387096782,0.13306451612903225,7.265307680812551,1.7346923191874493
2010,Round of 64,136,1307,1285,3,14,11,0,3v14,0.5097163865546218,0.13928834947070426,0.3411580594679186,0.4564075630252101,0.36869747899159666,113.55064655172416,99.36242816091955,14.188218390804607,0.8750494266508501,67.49090909090908,0.5448717948717948,0.16944909787610962,0.27050053248136313,0.37314439946018896,0.32051282051282054,110.51482127766987,98.93655549336583,11.578265784304037,0.8952333664349553,62.84068965517241,0.021212121212121238,0.8787878787878788,0.1103448275862069,0.6896551724137931,1.179626179449143,1.820373820550857,8.003694731473676,5.996305268526325,-0.03515540831717301,-0.030160748405405363,0.07065752698655547,0.08326316356502111,0.04818465847877612,3.0358252740542895,0.425872667553719,2.6099526065005705,-0.020183939784105265,4.650219435736673,-0.08913270637408566,0.18913270637408564,-6.824068552024533,-4.175931447975469
2010,Round of 64,136,1320,1424,9,8,1,1,8v9,0.4968691296180338,0.15387565751022794,0.29355149181905676,0.36443331246086413,0.3744520976831559,107.66402023615937,92.30622070592736,15.357799530232015,0.8573543928923988,58.805625000000006,0.522082878953108,0.153057910292637,0.28266913809082483,0.3124318429661941,0.3544165757906216,108.26497014342318,95.19690458916978,13.068065554253408,0.879295532646048,67.19625,-0.07499999999999996,0.875,-0.15000000000000002,0.75,6.694092989037054,2.3059070109629456,5.409365050383407,2.590634949616593,-0.025213749335074198,0.0008177472175909528,0.01088235372823193,0.05200146949467005,0.020035521892534325,-0.6009499072638107,-2.890683883242417,2.2897339759786064,-0.021941139753649197,-8.390625,0.07500000000000007,0.125,1.2847279386536474,-0.2847279386536474
2010,Round of 64,136,1325,1207,14,3,11,1,3v14,0.4887525562372188,0.15771488653290108,0.3098478783026421,0.40797546012269936,0.35173824130879344,105.74414744045801,98.71430023376358,7.029847206694427,0.9335202242691231,69.45176470588237,0.556442417331813,0.18226829893603386,0.28973660308810173,0.37229190421892816,0.2998859749144812,111.38351505543831,99.03317081263422,12.350344242804084,0.8891187422424494,65.75696969696969,0.11176470588235288,0.5882352941176471,-0.19696969696969702,0.696969696969697,7.251287716529147,6.748712283470853,1.4454439272171227,1.5545560727828773,-0.06768986109459418,-0.024553412403132774,0.02011127521454037,0.0356835559037712,0.05185226639431223,-5.639367614980301,-0.3188705788706443,-5.320497036109657,0.04440148202667371,3.6947950089126778,0.3087344028520499,-0.10873440285204994,5.805843789312024,5.194156210687976
