ID,Pred
2024_3104_3112,0.6995226230575768
2024_3104_3120,0.6995226230575768
2024_3104_3124,0.3919370849527657
2024_3104_3151,0.8306648743685958
2024_3104_3160,0.3919370849527657
2024_3104_3162,0.7460143627781255
2024_3104_3163,0.2898126009716744
2024_3104_3166,0.49677750288546685
2024_3104_3179,0.7460143627781255
2024_3104_3180,0.9010623626690389
2024_3104_3181,0.49677750288546685
2024_3104_3186,0.8306648743685958
2024_3104_3193,0.7898855665229247
2024_3104_3195,0.7460143627781255
2024_3104_3199,0.6005629753827474
2024_3104_3211,0.34029967125657934
2024_3104_3221,0.9010623626690389
2024_3104_3231,0.34029967125657934
2024_3104_3234,0.19417493032922356
2024_3104_3235,0.49677750288546685
2024_3104_3238,0.8306648743685958
2024_3104_3242,0.5490377872752241
2024_3104_3243,0.34029967125657934
2024_3104_3245,0.8678809263917602
2024_3104_3257,0.44425348213685445
2024_3104_3261,0.2898126009716744
2024_3104_3263,0.8678809263917602
2024_3104_3266,0.6508817072846579
2024_3104_3267,0.7898855665229247
2024_3104_3268,0.6508817072846579
2024_3104_3276,0.6005629753827474
2024_3104_3277,0.6005629753827474
2024_3104_3279,0.49677750288546685
2024_3104_3292,0.6995226230575768
2024_3104_3301,0.2898126009716744
2024_3104_3304,0.44425348213685445
2024_3104_3313,0.8678809263917602
2024_3104_3314,0.5490377872752241
2024_3104_3323,0.2409472340214295
2024_3104_3326,0.2409472340214295
2024_3104_3328,0.3919370849527657
2024_3104_3333,0.2898126009716744
2024_3104_3339,0.7898855665229247
2024_3104_3342,0.9010623626690389
2024_3104_3343,0.6005629753827474
2024_3104_3349,0.8306648743685958
2024_3104_3350,0.6508817072846579
2024_3104_3355,0.7460143627781255
2024_3104_3357,0.9010623626690389
2024_3104_3376,0.19417493032922356
2024_3104_3390,0.2409472340214295
2024_3104_3393,0.44425348213685445
2024_3104_3394,0.9010623626690389
2024_3104_3397,0.44425348213685445
2024_3104_3400,0.19417493032922356
2024_3104_3401,0.6995226230575768
2024_3104_3404,0.9010623626690389
2024_3104_3414,0.7898855665229247
2024_3104_3417,0.2409472340214295
2024_3104_3424,0.6508817072846579
2024_3104_3425,0.19417493032922356
2024_3104_3428,0.3919370849527657
2024_3104_3435,0.7460143627781255
2024_3104_3439,0.34029967125657934
2024_3104_3452,0.5490377872752241
2024_3104_3453,0.6995226230575768
2024_3104_3465,0.8678809263917602
2024_3112_3120,0.5490377872752241
2024_3112_3124,0.2409472340214295
2024_3112_3151,0.6995226230575768
2024_3112_3160,0.2409472340214295
2024_3112_3162,0.6005629753827474
2024_3112_3163,0.14996704981843534
2024_3112_3166,0.34029967125657934
2024_3112_3179,0.6005629753827474
2024_3112_3180,0.7898855665229247
2024_3112_3181,0.34029967125657934
2024_3112_3186,0.6995226230575768
2024_3112_3193,0.6508817072846579
2024_3112_3195,0.6005629753827474
2024_3112_3199,0.44425348213685445
2024_3112_3211,0.19417493032922356
2024_3112_3221,0.7898855665229247
2024_3112_3231,0.19417493032922356
2024_3112_3234,0.07112999803462733
2024_3112_3235,0.34029967125657934
2024_3112_3238,0.6995226230575768
2024_3112_3242,0.3919370849527657
2024_3112_3243,0.19417493032922356
2024_3112_3245,0.7460143627781255
2024_3112_3257,0.2898126009716744
2024_3112_3261,0.14996704981843534
2024_3112_3263,0.7460143627781255
2024_3112_3266,0.49677750288546685
2024_3112_3267,0.6508817072846579
2024_3112_3268,0.49677750288546685
2024_3112_3276,0.44425348213685445
2024_3112_3277,0.44425348213685445
2024_3112_3279,0.34029967125657934
2024_3112_3292,0.5490377872752241
2024_3112_3301,0.14996704981843534
2024_3112_3304,0.2898126009716744
2024_3112_3313,0.7460143627781255
2024_3112_3314,0.3919370849527657
2024_3112_3323,0.10879495241244364
2024_3112_3326,0.10879495241244364
2024_3112_3328,0.2409472340214295
2024_3112_3333,0.14996704981843534
2024_3112_3339,0.6508817072846579
2024_3112_3342,0.7898855665229247
2024_3112_3343,0.44425348213685445
2024_3112_3349,0.6995226230575768
2024_3112_3350,0.49677750288546685
2024_3112_3355,0.6005629753827474
2024_3112_3357,0.7898855665229247
2024_3112_3376,0.07112999803462733
2024_3112_3390,0.10879495241244364
2024_3112_3393,0.2898126009716744
2024_3112_3394,0.7898855665229247
2024_3112_3397,0.2898126009716744
2024_3112_3400,0.07112999803462733
2024_3112_3401,0.5490377872752241
2024_3112_3404,0.7898855665229247
2024_3112_3414,0.6508817072846579
2024_3112_3417,0.10879495241244364
2024_3112_3424,0.49677750288546685
2024_3112_3425,0.07112999803462733
2024_3112_3428,0.2409472340214295
2024_3112_3435,0.6005629753827474
2024_3112_3439,0.19417493032922356
2024_3112_3452,0.3919370849527657
2024_3112_3453,0.5490377872752241
2024_3112_3465,0.7460143627781255
2024_3120_3124,0.2409472340214295
2024_3120_3151,0.6995226230575768
2024_3120_3160,0.2409472340214295
2024_3120_3162,0.6005629753827474
2024_3120_3163,0.14996704981843534
2024_3120_3166,0.34029967125657934
2024_3120_3179,0.6005629753827474
2024_3120_3180,0.7898855665229247
2024_3120_3181,0.34029967125657934
2024_3120_3186,0.6995226230575768
2024_3120_3193,0.6508817072846579
2024_3120_3195,0.6005629753827474
2024_3120_3199,0.44425348213685445
2024_3120_3211,0.19417493032922356
2024_3120_3221,0.7898855665229247
2024_3120_3231,0.19417493032922356
2024_3120_3234,0.07112999803462733
2024_3120_3235,0.34029967125657934
2024_3120_3238,0.6995226230575768
2024_3120_3242,0.3919370849527657
2024_3120_3243,0.19417493032922356
2024_3120_3245,0.7460143627781255
2024_3120_3257,0.2898126009716744
2024_3120_3261,0.14996704981843534
2024_3120_3263,0.7460143627781255
2024_3120_3266,0.49677750288546685
2024_3120_3267,0.6508817072846579
2024_3120_3268,0.49677750288546685
2024_3120_3276,0.44425348213685445
2024_3120_3277,0.44425348213685445
2024_3120_3279,0.34029967125657934
2024_3120_3292,0.5490377872752241
2024_3120_3301,0.14996704981843534
2024_3120_3304,0.2898126009716744
2024_3120_3313,0.7460143627781255
2024_3120_3314,0.3919370849527657
2024_3120_3323,0.10879495241244364
2024_3120_3326,0.10879495241244364
2024_3120_3328,0.2409472340214295
2024_3120_3333,0.14996704981843534
2024_3120_3339,0.6508817072846579
2024_3120_3342,0.7898855665229247
2024_3120_3343,0.44425348213685445
2024_3120_3349,0.6995226230575768
2024_3120_3350,0.49677750288546685
2024_3120_3355,0.6005629753827474
2024_3120_3357,0.7898855665229247
2024_3120_3376,0.07112999803462733
2024_3120_3390,0.10879495241244364
2024_3120_3393,0.2898126009716744
2024_3120_3394,0.7898855665229247
2024_3120_3397,0.2898126009716744
2024_3120_3400,0.07112999803462733
2024_3120_3401,0.5490377872752241
2024_3120_3404,0.7898855665229247
2024_3120_3414,0.6508817072846579
2024_3120_3417,0.10879495241244364
2024_3120_3424,0.49677750288546685
2024_3120_3425,0.07112999803462733
2024_3120_3428,0.2409472340214295
2024_3120_3435,0.6005629753827474
2024_3120_3439,0.19417493032922356
