Season,Team_Id,Day,ELO
2003,1101,0,1500
2003,1102,0,1498.7833333333333
2003,1103,0,1494.9444444444443
2003,1104,0,1539.4
2003,1105,0,1490.2722222222221
2003,1106,0,1492.5277777777778
2003,1107,0,1492.8055555555557
2003,1108,0,1493.8361111111112
2003,1109,0,1500
2003,1110,0,1495.6527777777778
2003,1111,0,1496.5805555555555
2003,1112,0,1547.2
2003,1113,0,1503.0111111111112
2003,1114,0,1498.361111111111
2003,1115,0,1490.0055555555555
2003,1116,0,1498.2027777777778
2003,1117,0,1493.1777777777777
2003,1118,0,1500
2003,1119,0,1489.4194444444445
2003,1120,0,1506.1333333333334
2003,1121,0,1500
2003,1122,0,1498.1138888888888
2003,1123,0,1504.35
2003,1124,0,1502.9222222222222
2003,1125,0,1495.9361111111111
2003,1126,0,1492.9583333333333
2003,1127,0,1495.3472222222222
2003,1128,0,1495.388888888889
2003,1129,0,1496.2444444444445
2003,1130,0,1506.0777777777778
2003,1131,0,1502.6166666666666
2003,1132,0,1495.2027777777778
2003,1133,0,1496.8055555555557
2003,1134,0,1500
2003,1135,0,1491.2444444444445
2003,1136,0,1500
2003,1137,0,1496.2833333333333
2003,1138,0,1492.15
2003,1139,0,1538.0
2003,1140,0,1516.888888888889
2003,1141,0,1498.7555555555555
2003,1142,0,1489.6888888888889
2003,1143,0,1504.2444444444445
2003,1144,0,1493.8861111111112
2003,1145,0,1499.825
2003,1146,0,1500
2003,1147,0,1492.3777777777777
2003,1148,0,1494.1333333333334
2003,1149,0,1497.9944444444445
2003,1150,0,1496.1694444444445
2003,1151,0,1504.3166666666666
2003,1152,0,1489.35
2003,1153,0,1507.4222222222222
2003,1154,0,1492.9333333333334
2003,1155,0,1503.2055555555555
2003,1156,0,1495.4611111111112
2003,1157,0,1494.713888888889
2003,1158,0,1527.157894736842
2003,1159,0,1491.9972222222223
2003,1160,0,1496.7194444444444
2003,1161,0,1499.838888888889
2003,1162,0,1489.5972222222222
2003,1163,0,1517.2
2003,1164,0,1491.1083333333333
2003,1165,0,1489.7916666666667
2003,1166,0,1579.6
2003,1167,0,1500
2003,1168,0,1490.2944444444445
2003,1169,0,1499.2222222222222
2003,1170,0,1492.3083333333334
2003,1171,0,1491.9583333333333
2003,1172,0,1505.2388888888888
2003,1173,0,1506.8111111111111
2003,1174,0,1498.65
2003,1175,0,1492.588888888889
2003,1176,0,1494.8527777777779
2003,1177,0,1509.9444444444443
2003,1178,0,1496.9416666666666
2003,1179,0,1495.7388888888888
2003,1180,0,1503.8222222222223
2003,1181,0,1518.0
2003,1182,0,1492.0083333333334
2003,1183,0,1497.0416666666667
2003,1184,0,1492.4666666666667
2003,1185,0,1494.8361111111112
2003,1186,0,1498.55
2003,1187,0,1509.1055555555556
2003,1188,0,1500
2003,1189,0,1491.9472222222223
2003,1190,0,1496.9694444444444
2003,1191,0,1498.8555555555556
2003,1192,0,1492.3444444444444
2003,1193,0,1497.95
2003,1194,0,1494.8638888888888
2003,1195,0,1500
2003,1196,0,1517.4
2003,1197,0,1493.3805555555555
2003,1198,0,1494.5194444444444
2003,1199,0,1508.4944444444445
2003,1200,0,1490.6555555555556
2003,1201,0,1503.45
2003,1202,0,1494.411111111111
2003,1203,0,1503.05
2003,1204,0,1493.2055555555555
2003,1205,0,1491.3027777777777
2003,1206,0,1498.638888888889
2003,1207,0,1509.4944444444445
2003,1208,0,1506.05
2003,1209,0,1493.3916666666667
2003,1210,0,1506.661111111111
2003,1211,0,1507.6222222222223
2003,1212,0,1490.1833333333334
2003,1213,0,1500
2003,1214,0,1503.8277777777778
2003,1215,0,1500
2003,1216,0,1496.1333333333334
2003,1217,0,1498.6972222222223
2003,1218,0,1506.8
2003,1219,0,1494.2583333333334
2003,1220,0,1491.7833333333333
