,Season,Team1ID,Team2ID,Team1Seed,Team2Seed,SeedDiff,Result,Team1WinPct,Team2WinPct,WinPctDiff,Team1AvgRank,Team2AvgRank,RankDiff,Team1ELO,Team2ELO,ELODiff,ELOWinProb
0,2010,1115,1457,16,16,0,1,0.53125,0.5666666666666667,-0.03541666666666665,228.79166666666666,191.25,-37.54166666666666,1467.80762192961,1521.9699740533363,-54.16235212372635,0.4226794515426142
1,2010,1457,1115,16,16,0,0,0.5666666666666667,0.53125,-0.03541666666666665,228.79166666666666,191.25,-37.54166666666666,1521.9699740533363,1467.80762192961,54.16235212372635,0.5773205484573858
2,2010,1124,1358,3,14,11,1,0.7741935483870968,0.75,0.024193548387096753,11.923076923076923,94.4375,82.51442307692308,1783.8690557786488,1643.5191734759655,140.34988230268323,0.6916658502560075
3,2010,1358,1124,14,3,-11,0,0.75,0.7741935483870968,0.024193548387096753,11.923076923076923,94.4375,82.51442307692308,1643.5191734759655,1783.8690557786488,-140.34988230268323,0.30833414974399254
4,2010,1139,1431,5,12,7,1,0.875,0.8125,0.0625,17.901960784313726,33.8235294117647,15.921568627450977,1843.2540623430216,1734.80299284376,108.45106949926162,0.6511946434215621
5,2010,1431,1139,12,5,-7,0,0.8125,0.875,0.0625,17.901960784313726,33.8235294117647,15.921568627450977,1734.80299284376,1843.2540623430216,-108.45106949926162,0.3488053565784379
6,2010,1140,1196,7,10,3,1,0.8484848484848485,0.6363636363636364,0.21212121212121215,14.51923076923077,50.979166666666664,36.4599358974359,1784.1795778537812,1664.677522153491,119.50205570029016,0.6655016410386073
7,2010,1196,1140,10,7,-3,0,0.6363636363636364,0.8484848484848485,0.21212121212121215,14.51923076923077,50.979166666666664,36.4599358974359,1664.677522153491,1784.1795778537812,-119.50205570029016,0.3344983589613927
8,2010,1242,1250,1,16,15,1,0.9411764705882353,0.6875,0.2536764705882353,1.1153846153846154,176.0625,174.9471153846154,1976.377198070804,1527.2535158612718,449.12368220953226,0.9299136538971157
9,2010,1250,1242,16,1,-15,0,0.6875,0.9411764705882353,0.2536764705882353,1.1153846153846154,176.0625,174.9471153846154,1527.2535158612718,1976.377198070804,-449.12368220953226,0.07008634610288433
10,2010,1243,1317,2,15,13,1,0.78125,0.7333333333333333,0.04791666666666672,6.9423076923076925,132.70833333333334,125.76602564102565,1789.8020191936541,1637.28431579358,152.5177034000742,0.7063998181353484
11,2010,1317,1243,15,2,-13,0,0.7333333333333333,0.78125,0.04791666666666672,6.9423076923076925,132.70833333333334,125.76602564102565,1637.28431579358,1789.8020191936541,-152.5177034000742,0.29360018186465164
12,2010,1246,1190,1,16,15,1,0.9411764705882353,0.5757575757575758,0.3654188948306595,3.3461538461538463,155.0,151.65384615384616,1869.363918513329,1553.7167386108172,315.6471799025119,0.8602071114460152
13,2010,1190,1246,16,1,-15,0,0.5757575757575758,0.9411764705882353,0.3654188948306595,3.3461538461538463,155.0,151.65384615384616,1553.7167386108172,1869.363918513329,-315.6471799025119,0.13979288855398475
14,2010,1293,1435,13,4,-9,1,0.875,0.7419354838709677,0.13306451612903225,56.854166666666664,26.865384615384617,-29.988782051282048,1696.2548965942265,1730.3753945882524,-34.12049799402598,0.4510539095352655
15,2010,1435,1293,4,13,9,0,0.7419354838709677,0.875,0.13306451612903225,56.854166666666664,26.865384615384617,-29.988782051282048,1730.3753945882524,1696.2548965942265,34.12049799402598,0.5489460904647345
16,2010,1307,1285,3,14,11,1,0.8787878787878788,0.6896551724137931,0.18913270637408564,19.51923076923077,103.4375,83.91826923076923,1796.3418083173037,1579.8679712814378,216.47383703586593,0.7766281122863502
