ID,Pred
2024_3104_3112,0.7516057730166007
2024_3104_3120,0.6481991768328239
2024_3104_3124,0.42979360180282766
2024_3104_3151,0.8215803572312805
2024_3104_3160,0.41010323720359976
2024_3104_3162,0.7482806666136789
2024_3104_3163,0.23984881858328067
2024_3104_3166,0.5260929482516689
2024_3104_3179,0.7157748146296548
2024_3104_3180,0.8789213014589644
2024_3104_3181,0.46033648424715223
2024_3104_3186,0.8177481063977692
2024_3104_3193,0.7698432108990092
2024_3104_3195,0.7969002468825388
2024_3104_3199,0.5941649098229006
2024_3104_3211,0.2751281932044289
2024_3104_3221,0.7781082494007445
2024_3104_3231,0.39777118340614054
2024_3104_3234,0.16592815360682214
2024_3104_3235,0.5005729811725063
2024_3104_3238,0.8616348036900972
2024_3104_3242,0.494179200201925
2024_3104_3243,0.36550968960406993
2024_3104_3245,0.8544288119702494
2024_3104_3257,0.4607710862155857
2024_3104_3261,0.2797512039075204
2024_3104_3263,0.8565039476781047
2024_3104_3266,0.6641472515758535
2024_3104_3267,0.7847675940624614
2024_3104_3268,0.6436436590847036
2024_3104_3276,0.5696164299082354
2024_3104_3277,0.6232666809391573
2024_3104_3279,0.4919802384910029
2024_3104_3292,0.6384664327351142
2024_3104_3301,0.27664441014626706
2024_3104_3304,0.44775187611541173
2024_3104_3313,0.8904573878674662
2024_3104_3314,0.5102853378352487
2024_3104_3323,0.2901402028111249
2024_3104_3326,0.2377579392699033
2024_3104_3328,0.3720629777231234
2024_3104_3333,0.3516659214625665
2024_3104_3339,0.7338833174339672
2024_3104_3342,0.8864730072962141
2024_3104_3343,0.656781043512781
2024_3104_3349,0.768429900087497
2024_3104_3350,0.7041435298618337
2024_3104_3355,0.7468926413298653
2024_3104_3357,0.8428448391901351
2024_3104_3376,0.14979108451562131
2024_3104_3390,0.2276849703696996
2024_3104_3393,0.43984479546508215
2024_3104_3394,0.8653996420847273
2024_3104_3397,0.4303872102495136
2024_3104_3400,0.16424365705507005
2024_3104_3401,0.6445583641974021
2024_3104_3404,0.8822796059595442
2024_3104_3414,0.783077426873817
2024_3104_3417,0.25886302607333955
2024_3104_3424,0.5624410686191579
2024_3104_3425,0.2151222183431884
2024_3104_3428,0.4508821840801257
2024_3104_3435,0.7283901734591531
2024_3104_3439,0.44176373854758955
2024_3104_3452,0.5403766920861566
2024_3104_3453,0.689092546745925
2024_3104_3465,0.8779486200242198
2024_3112_3120,0.49638276901811
2024_3112_3124,0.252965536883238
2024_3112_3151,0.6549497426001121
2024_3112_3160,0.23123290257728396
2024_3112_3162,0.569706668360193
2024_3112_3163,0.12359122515503497
2024_3112_3166,0.31721103564384195
2024_3112_3179,0.49215164075608997
2024_3112_3180,0.8025625130764384
2024_3112_3181,0.2874780602801106
2024_3112_3186,0.6349211246220161
2024_3112_3193,0.5804115560945531
2024_3112_3195,0.6493839759659364
2024_3112_3199,0.4137554311748447
2024_3112_3211,0.15550706303374973
2024_3112_3221,0.6774118206135173
2024_3112_3231,0.23141560992853843
2024_3112_3234,0.051434091927085084
2024_3112_3235,0.30601655021789287
2024_3112_3238,0.7439078152624656
2024_3112_3242,0.348703208140375
2024_3112_3243,0.18902801713602746
2024_3112_3245,0.7318550331831979
2024_3112_3257,0.2655420496592828
2024_3112_3261,0.13041602887991996
2024_3112_3263,0.7096732003928231
2024_3112_3266,0.4936300920781535
2024_3112_3267,0.6148036715683004
2024_3112_3268,0.4819856660899562
2024_3112_3276,0.39330778956374546
2024_3112_3277,0.4484412485357227
2024_3112_3279,0.2983642391908429
2024_3112_3292,0.4401696136292779
2024_3112_3301,0.1411860860217008
2024_3112_3304,0.2832424833903619
2024_3112_3313,0.7813403411150979
2024_3112_3314,0.36296266274833855
2024_3112_3323,0.08334195600052485
2024_3112_3326,0.07932406640772828
2024_3112_3328,0.20696929114139379
2024_3112_3333,0.15604852803830238
2024_3112_3339,0.6046206113990804
2024_3112_3342,0.8026947817436595
2024_3112_3343,0.46044814825019265
2024_3112_3349,0.6603472412077476
2024_3112_3350,0.5089011865195674
2024_3112_3355,0.5405292947125032
2024_3112_3357,0.7089683673015972
2024_3112_3376,0.05148257956055181
2024_3112_3390,0.07846599226047406
2024_3112_3393,0.2612532734403916
2024_3112_3394,0.7441097399822612
2024_3112_3397,0.2537588417063066
2024_3112_3400,0.05150583892275767
2024_3112_3401,0.48365498986810085
2024_3112_3404,0.8008254608742137
2024_3112_3414,0.634572106331255
2024_3112_3417,0.0799345547815145
2024_3112_3424,0.3790889600750846
2024_3112_3425,0.053017304354880015
2024_3112_3428,0.26922034936225714
2024_3112_3435,0.5578205127548769
2024_3112_3439,0.25412178775923455
2024_3112_3452,0.4076819713630694
2024_3112_3453,0.4920428207215631
2024_3112_3465,0.7465473873854684
2024_3120_3124,0.24121025072610675
2024_3120_3151,0.6429015994516898
2024_3120_3160,0.21932794021642504
2024_3120_3162,0.5480990607571199
2024_3120_3163,0.1178648910749349
2024_3120_3166,0.3003693871248028
2024_3120_3179,0.4836155195068911
2024_3120_3180,0.8003762087456127
2024_3120_3181,0.28581428155782435
2024_3120_3186,0.6279551238266516
2024_3120_3193,0.5746787634786626
2024_3120_3195,0.6316656787228182
2024_3120_3199,0.3954072707887592
2024_3120_3211,0.14987774445371832
2024_3120_3221,0.6802166244617839
2024_3120_3231,0.23022885760920253
2024_3120_3234,0.05100901502330975
2024_3120_3235,0.3048931963789723
2024_3120_3238,0.7382162213770438
2024_3120_3242,0.3357629399218577
2024_3120_3243,0.19499320975201334
2024_3120_3245,0.732642225766282
2024_3120_3257,0.2614600762257882
2024_3120_3261,0.1244875199425611
2024_3120_3263,0.7120566113234567
2024_3120_3266,0.46519522541135966
2024_3120_3267,0.6015516278442403
2024_3120_3268,0.4624313967761439
2024_3120_3276,0.3930540168281498
2024_3120_3277,0.4325720483060779
2024_3120_3279,0.2894932799089215
2024_3120_3292,0.4310873633322084
2024_3120_3301,0.13433678367022606
2024_3120_3304,0.2773365586529084
2024_3120_3313,0.7862627668620157
2024_3120_3314,0.3512700285234469
2024_3120_3323,0.08136138045390257
2024_3120_3326,0.07897544182066926
2024_3120_3328,0.2005909131673604
2024_3120_3333,0.15545402088049978
2024_3120_3339,0.6141882655319234
2024_3120_3342,0.8007623037926097
2024_3120_3343,0.4434087359901371
2024_3120_3349,0.65377869014421
2024_3120_3350,0.4855908500489634
2024_3120_3355,0.5303319830727174
2024_3120_3357,0.707974340640678
2024_3120_3376,0.05098500799534098
2024_3120_3390,0.07808095556845078
2024_3120_3393,0.2478096931705781
2024_3120_3394,0.7506768426529308
2024_3120_3397,0.2573497652540513
2024_3120_3400,0.05107194327895717
2024_3120_3401,0.479554053216871
2024_3120_3404,0.8000261983505625
2024_3120_3414,0.6166525003608724
2024_3120_3417,0.07922763344993004
2024_3120_3424,0.37221951880425636
2024_3120_3425,0.05270236859244482
2024_3120_3428,0.2660426916388303
2024_3120_3435,0.5385170478653505
2024_3120_3439,0.26355429432051386
2024_3120_3452,0.37859795647049127
2024_3120_3453,0.47629468646615386
2024_3120_3465,0.7558948500395821
2024_3124_3151,0.941000807234184
2024_3124_3160,0.553112911253866
2024_3124_3162,0.8694023332028544
2024_3124_3163,0.44530556738337895
2024_3124_3166,0.6824111101326009
2024_3124_3179,0.8668364605336345
2024_3124_3180,0.975
2024_3124_3181,0.6442911264595053
2024_3124_3186,0.9401501178230206
2024_3124_3193,0.9029868496404982
2024_3124_3195,0.8977824470429576
2024_3124_3199,0.7358643992186593
2024_3124_3211,0.5351580458220881
2024_3124_3221,0.9658256725715356
2024_3124_3231,0.5927652257022303
2024_3124_3234,0.29297813103082393
2024_3124_3235,0.679288196295168
2024_3124_3238,0.9470413028682629
2024_3124_3242,0.685101795241027
2024_3124_3243,0.5452825086650295
2024_3124_3245,0.9607092793385259
2024_3124_3257,0.6207916278671816
2024_3124_3261,0.5123049223419132
2024_3124_3263,0.962658512155222
2024_3124_3266,0.7989261350265879
2024_3124_3267,0.8969331754194594
2024_3124_3268,0.7549774250618357
2024_3124_3276,0.6903618676901864
2024_3124_3277,0.7637468202353525
2024_3124_3279,0.6583981868919393
2024_3124_3292,0.8217396089211915
2024_3124_3301,0.46764168977698706
2024_3124_3304,0.6171495098900392
2024_3124_3313,0.9654948051373236
2024_3124_3314,0.683261853500991
2024_3124_3323,0.4742945607223529
2024_3124_3326,0.4477558906593341
2024_3124_3328,0.5349319687184655
2024_3124_3333,0.5209234857555332
2024_3124_3339,0.846423245762477
2024_3124_3342,0.975
2024_3124_3343,0.795398048901658
2024_3124_3349,0.9357655822719495
2024_3124_3350,0.8263075015179058
2024_3124_3355,0.8704780241875805
2024_3124_3357,0.972912819807406
2024_3124_3376,0.2779668487656376
2024_3124_3390,0.44428883152389703
2024_3124_3393,0.5964453239273623
2024_3124_3394,0.9738582269595819
2024_3124_3397,0.5700777162146166
2024_3124_3400,0.29832411781432844
2024_3124_3401,0.7886780389920686
2024_3124_3404,0.975
2024_3124_3414,0.8980607760893202
2024_3124_3417,0.4467084343948382
2024_3124_3424,0.7524803957573314
2024_3124_3425,0.3374740161049626
2024_3124_3428,0.5857191314992273
2024_3124_3435,0.853952755632893
2024_3124_3439,0.6053900974330348
2024_3124_3452,0.7046961904017021
2024_3124_3453,0.8427476355210755
2024_3124_3465,0.9646436865727177
2024_3151_3160,0.08372583710749754
2024_3151_3162,0.3967610174413624
2024_3151_3163,0.030538721403671906
2024_3151_3166,0.25228603026526175
2024_3151_3179,0.3705853888388576
2024_3151_3180,0.722160500019457
2024_3151_3181,0.21606090209143364
2024_3151_3186,0.5123060604628884
2024_3151_3193,0.3822994323906344
2024_3151_3195,0.4387019777294101
2024_3151_3199,0.2837093755135842
2024_3151_3211,0.052839349565628926
2024_3151_3221,0.5973731038269063
2024_3151_3231,0.056531855912480514
2024_3151_3234,0.025
2024_3151_3235,0.24553178987162316
2024_3151_3238,0.5362406542596185
2024_3151_3242,0.24531895237243473
2024_3151_3243,0.055321760551605384
2024_3151_3245,0.6215754766296938
2024_3151_3257,0.17115218111161323
2024_3151_3261,0.030594777895702526
2024_3151_3263,0.5601172168087557
2024_3151_3266,0.3448402829516194
2024_3151_3267,0.4519575940904063
2024_3151_3268,0.3398414947140477
2024_3151_3276,0.3160500123629876
2024_3151_3277,0.33425873364308556
2024_3151_3279,0.24728515884535518
2024_3151_3292,0.3116496059515494
2024_3151_3301,0.03224040812124174
2024_3151_3304,0.18280736275796028
2024_3151_3313,0.6231298703980044
2024_3151_3314,0.2664357783106595
2024_3151_3323,0.027408745065331457
2024_3151_3326,0.025
2024_3151_3328,0.08283573151727328
2024_3151_3333,0.03557171060015123
2024_3151_3339,0.500217713647787
