Season,TeamID,TeamName,DayNum,ELO
2003,1101,Abilene Chr,0,1500.0
2003,1102,Air Force,0,1498.7833333333333
2003,1103,Akron,0,1494.9444444444443
2003,1104,Alabama,0,1539.4
2003,1105,Alabama A&M,0,1490.2722222222221
2003,1106,Alabama St,0,1492.5277777777778
2003,1107,SUNY Albany,0,1492.8055555555557
2003,1108,Alcorn St,0,1493.8361111111112
2003,1110,American Univ,0,1495.6527777777778
2003,1111,Appalachian St,0,1496.5805555555555
2003,1112,Arizona,0,1547.2
2003,1113,Arizona St,0,1503.0111111111112
2003,1114,Ark Little Rock,0,1498.361111111111
2003,1115,Ark Pine Bluff,0,1490.0055555555555
2003,1116,Arkansas,0,1498.2027777777778
2003,1117,Arkansas St,0,1493.1777777777777
2003,1119,Army,0,1489.4194444444445
2003,1120,Auburn,0,1506.1333333333334
2003,1122,Austin Peay,0,1498.1138888888888
2003,1123,Ball St,0,1504.35
2003,1124,Baylor,0,1502.9222222222222
2003,1125,Belmont,0,1495.9361111111111
2003,1126,Bethune-Cookman,0,1492.9583333333333
2003,1127,Binghamton,0,1495.3472222222222
2003,1129,Boise St,0,1496.2444444444445
2003,1130,Boston College,0,1506.0777777777778
2003,1131,Boston Univ,0,1502.6166666666666
2003,1132,Bowling Green,0,1495.2027777777778
2003,1133,Bradley,0,1496.8055555555557
2003,1135,Brown,0,1491.2444444444445
2003,1136,Bryant,0,1500.0
2003,1137,Bucknell,0,1496.2833333333333
2003,1138,Buffalo,0,1492.15
2003,1139,Butler,0,1538.0
2003,1140,BYU,0,1516.888888888889
2003,1141,C Michigan,0,1498.7555555555555
2003,1142,Cal Poly,0,1489.6888888888889
2003,1143,California,0,1504.2444444444445
2003,1144,Campbell,0,1493.8861111111112
2003,1145,Canisius,0,1499.825
2003,1146,Cent Arkansas,0,1500.0
2003,1148,Central Conn,0,1494.1333333333334
2003,1149,Charleston So,0,1497.9944444444445
2003,1150,Charlotte,0,1496.1694444444445
2003,1151,Chattanooga,0,1504.3166666666666
2003,1152,Chicago St,0,1489.35
2003,1153,Cincinnati,0,1507.4222222222222
2003,1154,Citadel,0,1492.9333333333334
2003,1155,Clemson,0,1503.2055555555555
2003,1156,Cleveland St,0,1495.4611111111112
2003,1157,Coastal Car,0,1494.713888888889
2003,1158,Col Charleston,0,1527.157894736842
2003,1159,Colgate,0,1491.9972222222223
2003,1160,Colorado,0,1496.7194444444444
2003,1161,Colorado St,0,1499.838888888889
2003,1162,Columbia,0,1489.5972222222222
2003,1163,Connecticut,0,1517.2
2003,1164,Coppin St,0,1491.1083333333333
2003,1165,Cornell,0,1489.7916666666667
2003,1166,Creighton,0,1579.6
2003,1167,CS Bakersfield,0,1500.0
2003,1168,CS Fullerton,0,1490.2944444444445
2003,1169,CS Northridge,0,1499.2222222222222
2003,1170,CS Sacramento,0,1492.3083333333334
2003,1171,Dartmouth,0,1491.9583333333333
2003,1172,Davidson,0,1505.2388888888888
2003,1173,Dayton,0,1506.8111111111111
2003,1174,Delaware,0,1498.65
2003,1175,Delaware St,0,1492.588888888889
2003,1176,Denver,0,1494.8527777777779
2003,1177,DePaul,0,1509.9444444444443
2003,1178,Detroit,0,1496.9416666666666
2003,1179,Drake,0,1495.7388888888888
2003,1180,Drexel,0,1503.8222222222223
2003,1181,Duke,0,1518.0
2003,1182,Duquesne,0,1492.0083333333334
2003,1183,E Illinois,0,1497.0416666666667
2003,1184,E Kentucky,0,1492.4666666666667
2003,1185,E Michigan,0,1494.8361111111112
2003,1186,E Washington,0,1498.55
2003,1187,East Carolina,0,1509.1055555555556
2003,1188,SIUE,0,1500.0
2003,1189,Elon,0,1491.9472222222223
2003,1190,ETSU,0,1496.9694444444444
2003,1191,Evansville,0,1498.8555555555556
2003,1192,F Dickinson,0,1492.3444444444444
2003,1193,Fairfield,0,1497.95
2003,1194,FL Atlantic,0,1494.8638888888888
2003,1195,FGCU,0,1500.0
2003,1196,Florida,0,1517.4
2003,1197,Florida A&M,0,1493.3805555555555
2003,1198,Florida Intl,0,1494.5194444444444
2003,1199,Florida St,0,1508.4944444444445
2003,1200,Fordham,0,1490.6555555555556
2003,1201,Fresno St,0,1503.45
2003,1202,Furman,0,1494.411111111111
2003,1203,G Washington,0,1503.05
2003,1204,Ga Southern,0,1493.2055555555555
2003,1205,Gardner Webb,0,1491.3027777777777
2003,1206,George Mason,0,1498.638888888889
2003,1207,Georgetown,0,1509.4944444444445
2003,1208,Georgia,0,1506.05
2003,1209,Georgia St,0,1493.3916666666667
2003,1210,Georgia Tech,0,1506.661111111111
2003,1211,Gonzaga,0,1507.6222222222223
2003,1212,Grambling,0,1490.1833333333334
2003,1213,Grand Canyon,0,1500.0
2003,1214,Hampton,0,1503.8277777777778
2003,1217,Harvard,0,1498.6972222222223
2003,1218,Hawaii,0,1506.8
2003,1219,High Point,0,1494.2583333333334
2003,1220,Hofstra,0,1491.7833333333333
2003,1221,Holy Cross,0,1505.7722222222221
2003,1222,Houston,0,1492.9527777777778
2003,1223,Houston Chr,0,1500.0
2003,1224,Howard,0,1491.013888888889
2003,1225,Idaho,0,1496.4388888888889
2003,1226,Idaho St,0,1492.3944444444444
2003,1227,IL Chicago,0,1499.6972222222223
2003,1228,Illinois,0,1541.8
2003,1229,Illinois St,0,1493.013888888889
2003,1230,Incarnate Word,0,1500.0
2003,1231,Indiana,0,1586.0
2003,1232,Indiana St,0,1495.1583333333333
2003,1233,Iona,0,1496.4388888888889
2003,1234,Iowa,0,1507.2611111111112
