Season,Team1ID,Team2ID,Team1Seed,Team2Seed,SeedDiff,Result,Team1WinPct,Team2WinPct,WinPctDiff,Team1SOS,Team2SOS,SOSDiff,Team1Last10,Team2Last10,Last10Diff,Team1ExpWinPct,Team2ExpWinPct,ExpWinPctDiff,Team1Momentum,Team2Momentum,MomentumDiff,Team1ScoringTrend,Team2ScoringTrend,ScoringTrendDiff,Team1RecentMargin,Team2RecentMargin,RecentMarginDiff,Team1Streak,Team2Streak,StreakDiff,Team1ConfWinPct,Team2ConfWinPct,ConfWinPctDiff,Team1ConfDepth,Team2ConfDepth,ConfDepthDiff,Team1LateWinPct,Team2LateWinPct,LateWinPctDiff,Team1AvgRank,Team2AvgRank,RankDiff,Team1ELO,Team2ELO,ELODiff,ELOWinProb,ELO_residual,Team1_eFG%,Team2_eFG%,eFG%_Diff,Team1_Def_eFG%,Team2_Def_eFG%,Def_eFG%_Diff,Team1_TOV%,Team2_TOV%,TOV%_Diff,Team1_Def_TOV%,Team2_Def_TOV%,Def_TOV%_Diff,Team1_ORB%,Team2_ORB%,ORB%_Diff,Team1_FTRate,Team2_FTRate,FTRate_Diff,Team1_Def_FTRate,Team2_Def_FTRate,Def_FTRate_Diff,Team1_OffEff,Team2_OffEff,OffEff_Diff,Team1_DefEff,Team2_DefEff,DefEff_Diff,Team1_NetEff,Team2_NetEff,NetEff_Diff,Team1_Pace,Team2_Pace,Pace_Diff,Team1_FG%,Team2_FG%,FG%_Diff,Team1_Def_FG%,Team2_Def_FG%,Def_FG%_Diff,Team1_3P%,Team2_3P%,3P%_Diff,Team1_Def_3P%,Team2_Def_3P%,Def_3P%_Diff,Team1_FT%,Team2_FT%,FT%_Diff,Team1_Def_FT%,Team2_Def_FT%,Def_FT%_Diff,Team1_PointsPerGame,Team2_PointsPerGame,PointsPerGame_Diff,Team1_PointsAllowedPerGame,Team2_PointsAllowedPerGame,PointsAllowedPerGame_Diff,Team1_AstRate,Team2_AstRate,AstRate_Diff,Team1_BlkRate,Team2_BlkRate,BlkRate_Diff,Team1_StlRate,Team2_StlRate,StlRate_Diff
2010,1115,1457,16,16,0,1,0.53125,0.5666666666666667,-0.03541666666666665,-3.866484947567688,-3.462068443206208,-0.40441650436148,0.8,0.6,0.20000000000000007,0.666262236444786,0.5445325979836501,0.12172963846113594,0.0,0.0,0.0,-9.705882352941174,-1.767741935483869,-7.938140417457305,1.0,3.0,-2.0,-1,-1,0,0.8,1.0,-0.19999999999999996,13,6,7,0.7619047619047619,0.7058823529411765,0.056022408963585346,228.79166666666666,191.25,-37.54166666666666,1470.0739417675195,1511.852570911305,-41.778629143785565,0.4317158713853474,0.5682841286146526,0.4474128233970754,0.4156129741616273,0.0317998492354481,0.4552325581395349,0.457002457002457,-0.0017698988629221146,0.24665196018828922,0.18164286966515378,0.06500909052313544,0.20702755698728945,0.22870601058860168,-0.021678453601312236,0.35551811288963775,0.3395161290322581,0.016001983857379665,0.484251968503937,0.35294117647058826,0.13131079203334872,0.5453488372093023,0.39373464373464373,0.15161419347465854,94.05777214222438,93.54851276856847,0.5092593736559081,95.72288945691375,93.3801775147929,2.342711942120843,-1.6651173146893683,0.16833525377556668,-1.833452568464935,67.46411764705883,66.26645161290324,1.1976660341555885,0.4077615298087739,0.38207806487080814,0.02568346493796575,0.40581395348837207,0.40417690417690416,0.0016370493114679086,0.30257510729613735,0.25738396624472576,0.04519114105141159,0.32196969696969696,0.29965156794425085,0.02231812902544611,0.667828106852497,0.6370716510903427,0.030756455762154356,0.662046908315565,0.672386895475819,-0.010339987160253972,63.705882352941174,61.96774193548387,1.738140417457302,64.32352941176471,61.903225806451616,2.4203036053130944,0.5806896551724138,0.47338129496402875,0.10730836020838502,0.10151006711409397,0.11195445920303605,-0.010444392088942087,0.10023110052872998,0.12895126128931797,-0.02872016076058799
2010,1457,1115,16,16,0,0,0.5666666666666667,0.53125,0.03541666666666665,-3.462068443206208,-3.866484947567688,0.40441650436148,0.6,0.8,-0.20000000000000007,0.5445325979836501,0.666262236444786,-0.12172963846113594,0.0,0.0,-0.0,-1.767741935483869,-9.705882352941174,7.938140417457305,3.0,1.0,2.0,-1,-1,0,1.0,0.8,0.19999999999999996,6,13,-7,0.7058823529411765,0.7619047619047619,-0.056022408963585346,228.79166666666666,191.25,-37.54166666666666,1511.852570911305,1470.0739417675195,41.778629143785565,0.5682841286146526,-0.5682841286146526,0.4156129741616273,0.4474128233970754,-0.0317998492354481,0.457002457002457,0.4552325581395349,0.0017698988629221146,0.18164286966515378,0.24665196018828922,-0.06500909052313544,0.22870601058860168,0.20702755698728945,0.021678453601312236,0.3395161290322581,0.35551811288963775,-0.016001983857379665,0.35294117647058826,0.484251968503937,-0.13131079203334872,0.39373464373464373,0.5453488372093023,-0.15161419347465854,93.54851276856847,94.05777214222438,-0.5092593736559081,93.3801775147929,95.72288945691375,-2.342711942120843,0.16833525377556668,-1.6651173146893683,1.833452568464935,66.26645161290324,67.46411764705883,-1.1976660341555885,0.38207806487080814,0.4077615298087739,-0.02568346493796575,0.40417690417690416,0.40581395348837207,-0.0016370493114679086,0.25738396624472576,0.30257510729613735,-0.04519114105141159,0.29965156794425085,0.32196969696969696,-0.02231812902544611,0.6370716510903427,0.667828106852497,-0.030756455762154356,0.672386895475819,0.662046908315565,0.010339987160253972,61.96774193548387,63.705882352941174,-1.738140417457302,61.903225806451616,64.32352941176471,-2.4203036053130944,0.47338129496402875,0.5806896551724138,-0.10730836020838502,0.11195445920303605,0.10151006711409397,0.010444392088942087,0.12895126128931797,0.10023110052872998,0.02872016076058799
2010,1124,1358,3,14,11,1,0.7741935483870968,0.75,0.024193548387096753,4.782065485260139,-1.2128773338370717,5.9949428190972105,0.8,0.7,0.10000000000000009,0.6285589912194917,0.6081339661563335,0.02042502506315813,-0.4,-0.20000000000000007,-0.19999999999999996,-3.742857142857133,-5.172413793103445,1.4295566502463117,5.2,2.2,3.0,-1,-1,0,0.75,0.8,-0.050000000000000044,12,13,-1,0.6818181818181818,0.8421052631578947,-0.16028708133971292,11.923076923076923,94.4375,82.51442307692308,1631.000216623789,1575.1390219706109,55.86119465317802,0.5908548588814518,0.40914514111854816,0.5435663627152989,0.536950146627566,0.006616216087732885,0.4445788964181994,0.5021565003080715,-0.05757760388987204,0.2049390744797371,0.18998900322048543,0.014950071259251685,0.1799083792007111,0.2122913772525387,-0.032382998051827594,0.38235294117647056,0.3362573099415205,0.046095631234950085,0.3606889564336373,0.3865102639296188,-0.025821307495981494,0.34220716360116166,0.4121996303142329,-0.06999246671307124,114.02142661555311,112.71699002435001,1.3044365912030997,99.01370893302793,102.37922870727269,-3.36551977424476,15.007717682525183,10.337761317077323,4.6699563654478595,66.81942857142857,70.36758620689656,-3.5481576354679873,0.4817629179331307,0.46158357771261,0.020179340220520703,0.38673765730880927,0.4467036352433765,-0.059965977934567205,0.38125,0.3762811127379209,0.004968887262079058,0.33661971830985915,0.33271719038817005,0.003902527921689103,0.7289325842696629,0.7056145675265554,0.023318016743107517,0.6789250353606789,0.6920777279521674,-0.013152692591488435,76.14285714285714,79.17241379310344,-3.029556650246306,66.2,72.17241379310344,-5.972413793103442,0.508937960042061,0.7242693773824651,-0.21533141734040406,0.1710914454277286,0.059149722735674676,0.11194172269205394,0.09828723804314382,0.10663483926510008,-0.008347601221956255
2010,1358,1124,14,3,-11,0,0.75,0.7741935483870968,-0.024193548387096753,-1.2128773338370717,4.782065485260139,-5.9949428190972105,0.7,0.8,-0.10000000000000009,0.6081339661563335,0.6285589912194917,-0.02042502506315813,-0.20000000000000007,-0.4,0.19999999999999996,-5.172413793103445,-3.742857142857133,-1.4295566502463117,2.2,5.2,-3.0,-1,-1,0,0.8,0.75,0.050000000000000044,13,12,1,0.8421052631578947,0.6818181818181818,0.16028708133971292,11.923076923076923,94.4375,82.51442307692308,1575.1390219706109,1631.000216623789,-55.86119465317802,0.40914514111854816,-0.40914514111854816,0.536950146627566,0.5435663627152989,-0.006616216087732885,0.5021565003080715,0.4445788964181994,0.05757760388987204,0.18998900322048543,0.2049390744797371,-0.014950071259251685,0.2122913772525387,0.1799083792007111,0.032382998051827594,0.3362573099415205,0.38235294117647056,-0.046095631234950085,0.3865102639296188,0.3606889564336373,0.025821307495981494,0.4121996303142329,0.34220716360116166,0.06999246671307124,112.71699002435001,114.02142661555311,-1.3044365912030997,102.37922870727269,99.01370893302793,3.36551977424476,10.337761317077323,15.007717682525183,-4.6699563654478595,70.36758620689656,66.81942857142857,3.5481576354679873,0.46158357771261,0.4817629179331307,-0.020179340220520703,0.4467036352433765,0.38673765730880927,0.059965977934567205,0.3762811127379209,0.38125,-0.004968887262079058,0.33271719038817005,0.33661971830985915,-0.003902527921689103,0.7056145675265554,0.7289325842696629,-0.023318016743107517,0.6920777279521674,0.6789250353606789,0.013152692591488435,79.17241379310344,76.14285714285714,3.029556650246306,72.17241379310344,66.2,5.972413793103442,0.7242693773824651,0.508937960042061,0.21533141734040406,0.059149722735674676,0.1710914454277286,-0.11194172269205394,0.10663483926510008,0.09828723804314382,0.008347601221956255
2010,1139,1431,5,12,7,1,0.875,0.8125,0.0625,1.946160562508111,1.0839442603839555,0.8622163021241556,0.9,0.8,0.09999999999999998,0.706044753049694,0.49541661470234954,0.2106281383473445,-0.19999999999999996,-0.4,0.20000000000000007,-10.510526315789477,-8.272727272727266,-2.2377990430622106,2.6,2.4,0.20000000000000018,-1,-2,1,1.0,0.8,0.19999999999999996,9,13,-4,0.9545454545454546,0.8421052631578947,0.1124401913875599,17.901960784313726,33.8235294117647,15.921568627450977,1696.0878196500532,1604.2570227855526,91.8307968645006,0.6466023941418961,0.35339760585810387,0.5102040816326531,0.5276742948376796,-0.017470213205026508,0.4659090909090909,0.44623059866962306,0.019678492239467826,0.1893498986811946,0.18763263686399007,0.001717261817204524,0.21820191720701546,0.22661776264081743,-0.008415845433801972,0.30431034482758623,0.2891674127126231,0.015142932114963148,0.46886446886446886,0.3959552953698776,0.07290917349459125,0.3455578512396694,0.43237250554323725,-0.08681465430356783,108.4194266352191,107.14470574026467,1.2747208949544273,93.13798280783382,93.04864203999651,0.0893407678373137,15.281443827385274,14.09606370026816,1.1853801271171136,63.586842105263166,69.82666666666665,-6.239824561403488,0.4421768707482993,0.4741883980840873,-0.03201152733578799,0.41580578512396693,0.3919068736141907,0.023898911509776244,0.3416557161629435,0.3430034129692833,-0.001347696806339782,0.31699346405228757,0.31259968102073366,0.004393783031553911,0.7377232142857143,0.6733870967741935,0.0643361175115208,0.6786248131539612,0.6679487179487179,0.010676095205243263,68.71052631578948,75.27272727272727,-6.562200956937787,59.421052631578945,64.57575757575758,-5.154704944178633,0.5491124260355029,0.547699214365881,0.0014132116696219388,0.0649546827794562,0.10195412064570943,-0.03699943786625323,0.11013215859030837,0.12575320932669637,-0.015621050736388004
2010,1431,1139,12,5,-7,0,0.8125,0.875,-0.0625,1.0839442603839555,1.946160562508111,-0.8622163021241556,0.8,0.9,-0.09999999999999998,0.49541661470234954,0.706044753049694,-0.2106281383473445,-0.4,-0.19999999999999996,-0.20000000000000007,-8.272727272727266,-10.510526315789477,2.2377990430622106,2.4,2.6,-0.20000000000000018,-2,-1,-1,0.8,1.0,-0.19999999999999996,13,9,4,0.8421052631578947,0.9545454545454546,-0.1124401913875599,17.901960784313726,33.8235294117647,15.921568627450977,1604.2570227855526,1696.0878196500532,-91.8307968645006,0.35339760585810387,-0.35339760585810387,0.5276742948376796,0.5102040816326531,0.017470213205026508,0.44623059866962306,0.4659090909090909,-0.019678492239467826,0.18763263686399007,0.1893498986811946,-0.001717261817204524,0.22661776264081743,0.21820191720701546,0.008415845433801972,0.2891674127126231,0.30431034482758623,-0.015142932114963148,0.3959552953698776,0.46886446886446886,-0.07290917349459125,0.43237250554323725,0.3455578512396694,0.08681465430356783,107.14470574026467,108.4194266352191,-1.2747208949544273,93.04864203999651,93.13798280783382,-0.0893407678373137,14.09606370026816,15.281443827385274,-1.1853801271171136,69.82666666666665,63.586842105263166,6.239824561403488,0.4741883980840873,0.4421768707482993,0.03201152733578799,0.3919068736141907,0.41580578512396693,-0.023898911509776244,0.3430034129692833,0.3416557161629435,0.001347696806339782,0.31259968102073366,0.31699346405228757,-0.004393783031553911,0.6733870967741935,0.7377232142857143,-0.0643361175115208,0.6679487179487179,0.6786248131539612,-0.010676095205243263,75.27272727272727,68.71052631578948,6.562200956937787,64.57575757575758,59.421052631578945,5.154704944178633,0.547699214365881,0.5491124260355029,-0.0014132116696219388,0.10195412064570943,0.0649546827794562,0.03699943786625323,0.12575320932669637,0.11013215859030837,0.015621050736388004
2010,1140,1196,7,10,3,1,0.8484848484848485,0.6363636363636364,0.21212121212121215,-0.06998080549632459,3.123463625506542,-3.1934444310028667,0.7,0.4,0.29999999999999993,0.5153405804310458,0.23963461644264478,0.275705963988401,-0.20000000000000007,-0.39999999999999997,0.1999999999999999,5.028571428571425,0.794117647058826,4.234453781512599,6.2,-3.2,9.4,-1,-2,1,0.75,0.25,0.5,12,12,0,0.7368421052631579,0.5263157894736842,0.21052631578947367,14.51923076923077,50.979166666666664,36.4599358974359,1661.14742961431,1611.872771999559,49.27465761475105,0.5803398917375557,0.41966010826244426,0.5487390882638216,0.49426719840478567,0.054471889859035894,0.4657258064516129,0.484375,-0.018649193548387122,0.16189918318201046,0.186406021399235,-0.024506838217224547,0.22122472577769928,0.20587974851678031,0.015344977260918963,0.30842745438748914,0.37021969080553296,-0.06179223641804382,0.3894277400581959,0.33449651046859424,0.05493122958960167,0.3639112903225806,0.2766393442622951,0.08727194606028554,117.8447069543428,108.18600059931961,9.658706355023185,94.07069555302166,99.97343487115913,-5.902739318137463,23.774011401321133,8.212565728160484,15.561445673160648,70.7,66.58588235294118,4.114117647058819,0.4801163918525703,0.4436689930209372,0.036447398831633115,0.4112903225806452,0.43084016393442626,-0.019549841353781072,0.4137426900584795,0.3132716049382716,0.10047108512020791,0.3375,0.3250388802488336,0.012461119751166427,0.7895392278953923,0.7034277198211625,0.08611150807422985,0.685595567867036,0.6796296296296296,0.005965938237406432,82.77142857142857,72.20588235294117,10.565546218487398,66.94285714285714,66.41176470588235,0.531092436974788,0.5494949494949495,0.5382022471910113,0.011292702303938196,0.08854166666666667,0.0718105423987777,0.016731124267888975,0.12085053077874316,0.10758877180554326,0.013261758973199908
2010,1196,1140,10,7,-3,0,0.6363636363636364,0.8484848484848485,-0.21212121212121215,3.123463625506542,-0.06998080549632459,3.1934444310028667,0.4,0.7,-0.29999999999999993,0.23963461644264478,0.5153405804310458,-0.275705963988401,-0.39999999999999997,-0.20000000000000007,-0.1999999999999999,0.794117647058826,5.028571428571425,-4.234453781512599,-3.2,6.2,-9.4,-2,-1,-1,0.25,0.75,-0.5,12,12,0,0.5263157894736842,0.7368421052631579,-0.21052631578947367,14.51923076923077,50.979166666666664,36.4599358974359,1611.872771999559,1661.14742961431,-49.27465761475105,0.41966010826244426,-0.41966010826244426,0.49426719840478567,0.5487390882638216,-0.054471889859035894,0.484375,0.4657258064516129,0.018649193548387122,0.186406021399235,0.16189918318201046,0.024506838217224547,0.20587974851678031,0.22122472577769928,-0.015344977260918963,0.37021969080553296,0.30842745438748914,0.06179223641804382,0.33449651046859424,0.3894277400581959,-0.05493122958960167,0.2766393442622951,0.3639112903225806,-0.08727194606028554,108.18600059931961,117.8447069543428,-9.658706355023185,99.97343487115913,94.07069555302166,5.902739318137463,8.212565728160484,23.774011401321133,-15.561445673160648,66.58588235294118,70.7,-4.114117647058819,0.4436689930209372,0.4801163918525703,-0.036447398831633115,0.43084016393442626,0.4112903225806452,0.019549841353781072,0.3132716049382716,0.4137426900584795,-0.10047108512020791,0.3250388802488336,0.3375,-0.012461119751166427,0.7034277198211625,0.7895392278953923,-0.08611150807422985,0.6796296296296296,0.685595567867036,-0.005965938237406432,72.20588235294117,82.77142857142857,-10.565546218487398,66.41176470588235,66.94285714285714,-0.531092436974788,0.5382022471910113,0.5494949494949495,-0.011292702303938196,0.0718105423987777,0.08854166666666667,-0.016731124267888975,0.10758877180554326,0.12085053077874316,-0.013261758973199908
2010,1242,1250,1,16,15,1,0.9411764705882353,0.6875,0.2536764705882353,4.894321210006733,-4.169303030186619,9.063624240193352,0.8,0.7,0.10000000000000009,0.6775393342888558,0.6516270664677788,0.02591226782107703,0.0,0.20000000000000007,-0.20000000000000007,-3.9833333333333343,1.3090909090909122,-5.2924242424242465,9.4,10.2,-0.7999999999999989,-1,-1,0,1.0,1.0,0.0,13,12,1,0.9047619047619048,0.7058823529411765,0.19887955182072825,1.1153846153846154,176.0625,174.9471153846154,1802.6795829403547,1512.8107428983983,289.86884004195645,0.8706809886128273,0.12931901138717272,0.55139744197063,0.5137614678899083,0.037635974080721724,0.4320728291316527,0.4872057318321392,-0.05513290270048654,0.18828317789956095,0.1869639495153755,0.001319228384185439,0.20244547683572076,0.19521105301430103,0.007234423821419728,0.38392124692370794,0.29789103690685415,0.08603021001685379,0.41260066319279964,0.43119266055045874,-0.018591997357659096,0.3137254901960784,0.3085977482088025,0.005127741987275947,117.65695606191713,107.99456104874137,9.662395013175754,93.23783714027617,100.8951140967485,-7.65727695647233,24.41911892164096,7.099446951992874,17.319671969648084,69.11,69.77090909090909,-0.6609090909090867,0.4893415442918048,0.4543982730706962,0.03494327122110863,0.37861811391223155,0.42681678607983625,-0.048198672167604706,0.404320987654321,0.3992740471869328,0.0050469404673881835,0.3314037626628075,0.3465491923641703,-0.01514542970136279,0.6991963260619977,0.718397997496871,-0.01920167143487339,0.6860119047619048,0.7081260364842454,-0.02211413172234067,81.58333333333333,75.0909090909091,6.492424242424235,64.22222222222223,70.63636363636364,-6.414141414141412,0.5895450145208132,0.5878859857482185,0.0016590287725947173,0.15988973121984837,0.06677140612725845,0.09311832509258992,0.12138663053297201,0.08786661588005124,0.033520014652920774
2010,1250,1242,16,1,-15,0,0.6875,0.9411764705882353,-0.2536764705882353,-4.169303030186619,4.894321210006733,-9.063624240193352,0.7,0.8,-0.10000000000000009,0.6516270664677788,0.6775393342888558,-0.02591226782107703,0.20000000000000007,0.0,0.20000000000000007,1.3090909090909122,-3.9833333333333343,5.2924242424242465,10.2,9.4,0.7999999999999989,-1,-1,0,1.0,1.0,-0.0,12,13,-1,0.7058823529411765,0.9047619047619048,-0.19887955182072825,1.1153846153846154,176.0625,174.9471153846154,1512.8107428983983,1802.6795829403547,-289.86884004195645,0.12931901138717272,-0.12931901138717272,0.5137614678899083,0.55139744197063,-0.037635974080721724,0.4872057318321392,0.4320728291316527,0.05513290270048654,0.1869639495153755,0.18828317789956095,-0.001319228384185439,0.19521105301430103,0.20244547683572076,-0.007234423821419728,0.29789103690685415,0.38392124692370794,-0.08603021001685379,0.43119266055045874,0.41260066319279964,0.018591997357659096,0.3085977482088025,0.3137254901960784,-0.005127741987275947,107.99456104874137,117.65695606191713,-9.662395013175754,100.8951140967485,93.23783714027617,7.65727695647233,7.099446951992874,24.41911892164096,-17.319671969648084,69.77090909090909,69.11,0.6609090909090867,0.4543982730706962,0.4893415442918048,-0.03494327122110863,0.42681678607983625,0.37861811391223155,0.048198672167604706,0.3992740471869328,0.404320987654321,-0.0050469404673881835,0.3465491923641703,0.3314037626628075,0.01514542970136279,0.718397997496871,0.6991963260619977,0.01920167143487339,0.7081260364842454,0.6860119047619048,0.02211413172234067,75.0909090909091,81.58333333333333,-6.492424242424235,70.63636363636364,64.22222222222223,6.414141414141412,0.5878859857482185,0.5895450145208132,-0.0016590287725947173,0.06677140612725845,0.15988973121984837,-0.09311832509258992,0.08786661588005124,0.12138663053297201,-0.033520014652920774
