Season,TeamID1,TeamID2,result,win_pct_A_1,win_pct_N_1,win_pct_H_1,win_pct_All_1,win_pct_A_2,win_pct_N_2,win_pct_H_2,win_pct_All_2,Score_A_1,relScore_A_1,Score_N_1,relScore_N_1,Score_H_1,relScore_H_1,Score_All_1,relScore_All_1,Score_A_2,relScore_A_2,Score_N_2,relScore_N_2,Score_H_2,relScore_H_2,Score_All_2,relScore_All_2,win_pct_A_diff,win_pct_N_diff,win_pct_H_diff,win_pct_All_diff,Score_A_diff,Score_N_diff,Score_H_diff,Score_All_diff,relScore_A_diff,relScore_N_diff,relScore_H_diff,relScore_All_diff,FGM_1,FGA_1,FGM3_1,FGA3_1,FTM_1,FTA_1,OR_1,DR_1,Ast_1,TO_1,Stl_1,Blk_1,PF_1,goal_rate_1,3p_goal_rate_1,ft_goal_rate_1,FGM_2,FGA_2,FGM3_2,FGA3_2,FTM_2,FTA_2,OR_2,DR_2,Ast_2,TO_2,Stl_2,Blk_2,PF_2,goal_rate_2,3p_goal_rate_2,ft_goal_rate_2,OrdinalRank_127_128_1,maxRank_127_128_1,RankMax_1,RankMin_1,RankStd_1,RankMean_1,RankTrans_50_51_to_127_128_1,RankTrans_15_16_to_127_128_1,OrdinalRank_127_128_2,maxRank_127_128_2,RankMax_2,RankMin_2,RankStd_2,RankMean_2,RankTrans_50_51_to_127_128_2,RankTrans_15_16_to_127_128_2,OrdinalRank_127_128_diff,magic1,magic2,magic3,magic11,magic21,magic31,magic12,magic22,magic32
2003,1421,1411,1,0.125,1.0,0.8333333333333334,0.4482758620689655,0.3333333333333333,0.75,0.7857142857142857,0.6,64.75,-15.75,81.0,1.0,79.0,3.4166666666666665,71.20689655172414,-7.241379310344827,67.0,-4.583333333333333,83.0,4.5,74.85714285714286,6.857142857142857,72.8,1.9666666666666666,-0.20833333333333331,0.25,0.04761904761904767,-0.15172413793103445,-2.25,-2.0,4.142857142857139,-1.5931034482758548,-11.166666666666668,-3.5,-3.4404761904761902,-9.208045977011494,24.379310344827587,56.793103448275865,6.482758620689655,18.0,15.96551724137931,20.93103448275862,12.275862068965518,23.17241379310345,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,0.4327684296107408,0.3634940599052003,0.7661421288555386,24.733333333333334,55.266666666666666,5.933333333333334,18.5,17.4,28.066666666666666,13.166666666666666,24.8,14.2,15.233333333333333,6.433333333333334,2.2333333333333334,18.3,0.44889159956588204,0.32141404814014135,0.6137454482784717,0.8501529051987767,327.0,0.9051987767584098,0.654434250764526,0.07936095307323145,0.8193534294451726,0.08868501529051986,-1.0,0.9174311926605505,327.0,0.9908256880733946,0.8685015290519877,0.03908929406951654,0.9388379204892966,-0.07339449541284404,-1.0,-0.06727828746177378,-0.8866317169069464,-0.11948449104412395,-1.0061162079510704,-0.055124695559002505,0.7692400698460795,-0.0631634074946928,-0.08211143695014672,0.8727315030246627,-0.07166123778501637
2003,1112,1436,1,0.9166666666666666,0.0,0.9333333333333333,0.8928571428571429,0.5,0.6,0.9,0.6551724137931034,82.41666666666667,12.0,89.0,-7.0,87.2,18.8,85.21428571428571,14.964285714285714,63.142857142857146,-1.7142857142857142,71.2,6.8,72.6,12.5,67.79310344827586,4.655172413793103,0.41666666666666663,-0.6,0.033333333333333326,0.23768472906403948,19.273809523809526,17.799999999999997,14.600000000000009,17.42118226600985,13.714285714285714,-13.8,6.300000000000001,10.30911330049261,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,0.46356260622590056,0.3510603615622797,0.7011537803069258,24.82758620689655,55.86206896551724,5.275862068965517,15.482758620689655,12.862068965517242,19.551724137931036,12.96551724137931,25.724137931034484,14.206896551724139,14.068965517241379,6.862068965517241,2.9655172413793105,15.89655172413793,0.44637204493637384,0.3579196496333207,0.64970779490513,0.009174311926605505,327.0,0.012232415902140673,0.0030581039755351682,0.0025242211188243333,0.008300567933595456,0.0,-1.0,0.5749235474006116,327.0,0.636085626911315,0.5382262996941896,0.029788603793699974,0.5978593272171254,-0.061162079510703404,-1.0,-0.5657492354740061,-0.5740498034076016,-0.58955875928353,-1.1636085626911314,-0.00469603996243168,0.004962571960299425,-0.33823845729409235,-68.15789473684211,0.013883814395323345,-0.9462915601023018
2003,1113,1272,1,0.4,0.5,0.8,0.6206896551724138,0.6363636363636364,1.0,0.875,0.7931034482758621,72.2,-0.7,75.0,0.75,78.73333333333333,13.4,75.96551724137932,6.793103448275862,74.0,2.090909090909091,66.0,6.5,75.9375,13.5,74.51724137931035,8.689655172413794,-0.23636363636363633,-0.5,-0.07499999999999996,-0.1724137931034483,-1.7999999999999972,9.0,2.7958333333333343,1.448275862068968,-2.790909090909091,-5.75,-0.09999999999999964,-1.8965517241379315,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278,0.4816798952814811,0.32837622147966977,0.6756674740742806,26.275862068965516,60.0,7.0,20.06896551724138,14.96551724137931,22.896551724137932,14.068965517241379,25.96551724137931,16.620689655172413,13.793103448275861,7.379310344827586,5.068965517241379,18.75862068965517,0.43945740965322166,0.3434409435600219,0.6282988989026953,0.0764525993883792,327.0,0.19877675840978593,0.039755351681957186,0.05208355396555656,0.10310179117518567,-0.08256880733944955,-1.0,0.07033639143730887,327.0,0.1834862385321101,0.05504587155963303,0.03548492623532647,0.1199213630406291,-0.0489296636085627,-1.0,0.006116207951070332,-0.09698558322411534,-0.01681957186544343,-0.11380515508955877,0.0006305919949552636,0.01236410732965857,0.0007334639941322875,0.059322033898305045,0.8597449908925319,0.051001821493624734
2003,1141,1166,1,0.6428571428571429,1.0,0.9166666666666666,0.7931034482758621,0.6363636363636364,1.0,1.0,0.8787878787878788,75.78571428571429,0.14285714285714285,86.0,16.333333333333332,81.83333333333333,10.5,79.34482758620689,6.103448275862069,71.54545454545455,6.909090909090909,77.2,15.6,84.82352941176471,19.88235294117647,79.24242424242425,14.909090909090908,0.006493506493506551,0.0,-0.08333333333333337,-0.08568443051201668,4.240259740259745,8.799999999999997,-2.9901960784313815,0.10240334378264038,-6.766233766233766,0.7333333333333325,-9.382352941176471,-8.805642633228839,26.620689655172413,52.689655172413794,6.827586206896552,17.93103448275862,19.275862068965516,25.17241379310345,10.586206896551724,23.275862068965516,15.620689655172415,18.24137931034483,7.103448275862069,4.0,20.96551724137931,0.5063490902598006,0.37748146802266025,0.7627405842370414,28.696969696969695,57.45454545454545,7.96969696969697,20.484848484848484,13.878787878787879,20.03030303030303,10.878787878787879,23.181818181818183,16.818181818181817,13.363636363636363,8.393939393939394,4.454545454545454,17.272727272727273,0.49830857274951307,0.3849137975403491,0.6897069286378966,0.20489296636085627,327.0,0.5198776758409785,0.20489296636085627,0.0989008077211854,0.3831367409349061,-0.2629969418960245,-1.0,0.10397553516819572,327.0,0.10397553516819572,0.024464831804281346,0.028566397574681417,0.05875928352992574,0.07339449541284404,-1.0,0.10091743119266056,-0.2822193097422455,0.32437745740498036,0.04215814766273482,0.038665175690678594,0.02251284039132585,0.005929835952561313,0.2633979475484607,6.5204460966542745,1.7174721189591078
2003,1143,1301,1,0.6363636363636364,0.25,0.9285714285714286,0.7241379310344828,0.3,0.5,0.8125,0.6,76.0909090909091,2.727272727272727,67.75,-3.0,75.14285714285714,8.5,74.48275862068965,4.724137931034483,62.3,-8.4,73.75,-1.5,78.375,13.875,72.4,4.4,0.33636363636363636,-0.25,0.1160714285714286,0.12413793103448278,13.790909090909096,-6.0,-3.232142857142861,2.0827586206896456,11.127272727272727,-1.5,-5.375,0.32413793103448274,27.344827586206897,58.724137931034484,6.413793103448276,17.03448275862069,13.379310344827585,19.517241379310345,11.241379310344827,24.379310344827587,16.0,14.172413793103448,6.551724137931035,2.793103448275862,17.103448275862068,0.4687409113875391,0.3759344264148363,0.6886317367958212,24.333333333333332,53.333333333333336,7.966666666666667,22.5,15.766666666666667,20.466666666666665,9.733333333333333,22.033333333333335,14.666666666666666,14.2,7.766666666666667,3.066666666666667,18.666666666666668,0.45850711130400307,0.3505637982101566,0.7781475873041653,0.11314984709480122,327.0,0.18654434250764526,0.09174311926605505,0.03142711702346212,0.13739624290083005,-0.07339449541284404,-1.0,0.1162079510703364,327.0,0.14984709480122324,0.04281345565749235,0.031880835688177796,0.09392747924858016,0.06116207951070336,-1.0,-0.003058103975535173,-0.1404543468763652,0.04346876365224989,-0.09698558322411534,-0.00042017199663862466,0.012905282753900594,-0.00028723999770208046,-0.022257551669316412,1.4627906976744185,-0.03255813953488377
2003,1163,1140,1,0.45454545454545453,0.6666666666666666,0.875,0.7,0.5454545454545454,0.6666666666666666,0.9285714285714286,0.7419354838709677,75.18181818181819,2.272727272727273,73.0,2.6666666666666665,84.6875,14.125,80.03333333333333,8.633333333333333,69.54545454545455,1.1818181818181819,71.0,4.833333333333333,75.35714285714286,16.428571428571427,72.45161290322581,8.774193548387096,-0.09090909090909088,0.0,-0.0535714285714286,-0.041935483870967794,5.63636363636364,2.0,9.330357142857139,7.581720430107524,1.090909090909091,-2.1666666666666665,-2.303571428571427,-0.14086021505376323,29.533333333333335,62.2,6.066666666666666,15.7,14.9,22.1,14.766666666666667,27.9,15.633333333333333,15.8,5.933333333333334,7.733333333333333,18.4,0.4748870469257539,0.38692733762998943,0.6698859424330408,24.032258064516128,51.25806451612903,6.193548387096774,16.129032258064516,18.193548387096776,24.161290322580644,10.870967741935484,24.419354838709676,13.419354838709678,13.741935483870968,6.935483870967742,2.5161290322580645,21.419354838709676,0.4711515465239159,0.38093709404879883,0.7532529183785007,0.0672782874617737,327.0,0.09174311926605505,0.03058103975535168,0.01988219914877203,0.05963302752293578,0.030581039755351674,-1.0,0.10703363914373089,327.0,0.16819571865443425,0.10091743119266056,0.01912339678944808,0.13390126692878987,-0.058103975535168204,-1.0,-0.03975535168195719,-0.09938837920489298,-0.07426823940585409,-0.17365661861074705,-0.0023707319810341446,0.007984937936120498,-0.005323291957413666,-0.6666666666666667,0.4453507340946167,-0.2969004893964111
2003,1181,1161,1,0.3333333333333333,1.0,1.0,0.8,0.25,1.0,0.75,0.5666666666666667,76.33333333333333,1.0,84.66666666666667,14.333333333333334,84.26666666666667,16.8,81.96666666666667,11.566666666666666,66.08333333333333,-10.583333333333334,80.0,4.5,79.1875,9.875,74.0,1.3333333333333333,0.08333333333333331,0.0,0.25,0.2333333333333334,10.25,4.666666666666671,5.079166666666666,7.966666666666669,11.583333333333334,9.833333333333334,6.925000000000001,10.233333333333333,27.366666666666667,60.333333333333336,7.333333333333333,20.6,19.9,28.066666666666666,13.766666666666667,23.1,13.833333333333334,14.033333333333333,8.5,5.133333333333334,21.266666666666666,0.4595602761155692,0.3655947617931441,0.6954807067059505,26.4,52.1,4.2,11.566666666666666,17.0,24.266666666666666,10.8,23.466666666666665,15.5,16.133333333333333,5.333333333333333,4.233333333333333,20.566666666666666,0.5078932197899461,0.360465367965368,0.6975173525509456,0.03058103975535168,327.0,0.03058103975535168,0.0030581039755351682,0.008384160857462158,0.011795543905635648,0.027522935779816512,-1.0,0.3425076452599388,327.0,0.39143730886850153,0.22629969418960244,0.047333081427911,0.3143294014853648,0.11620795107033638,-1.0,-0.3119266055045871,-0.32372214941022276,-0.30253385757972917,-0.6262560069899519,-0.003679343970565248,0.0037076862560527957,-0.09804770321561837,-26.444444444444443,0.037526059763724806,-0.9923558026407225
2003,1211,1153,1,0.8181818181818182,0.42857142857142855,0.8461538461538461,0.7419354838709677,0.3,0.6666666666666666,0.8,0.6071428571428571,74.72727272727273,6.909090909090909,73.42857142857143,2.5714285714285716,81.0,13.923076923076923,77.06451612903226,8.870967741935484,62.4,-3.4,68.0,11.666666666666666,70.46666666666667,10.8,67.32142857142857,5.821428571428571,0.5181818181818183,-0.23809523809523808,0.0461538461538461,0.13479262672811065,12.327272727272735,5.428571428571431,10.533333333333331,9.743087557603687,10.309090909090909,-9.095238095238095,3.1230769230769226,3.049539170506913,26.06451612903226,55.45161290322581,7.161290322580645,19.06451612903226,17.774193548387096,24.64516129032258,11.935483870967742,25.322580645161292,15.741935483870968,14.548387096774194,6.806451612903226,3.5161290322580645,18.64516129032258,0.4707508138972465,0.3699489080698074,0.7179183620729217,22.892857142857142,56.67857142857143,6.678571428571429,19.5,14.857142857142858,21.535714285714285,12.142857142857142,23.392857142857142,12.285714285714286,10.607142857142858,5.178571428571429,4.25,18.964285714285715,0.4057677155368548,0.35248207725372505,0.6856177045558365,0.15902140672782875,327.0,0.15902140672782875,0.10397553516819572,0.018016564955280527,0.13259065093927477,0.05504587155963303,-1.0,0.09480122324159021,327.0,0.11009174311926606,0.05504587155963303,0.014926610148498647,0.07383136740934906,0.015290519877675837,-1.0,0.06422018348623854,-0.06837046745303624,0.05875928352992571,-0.009611183923110528,0.008514995931880032,0.00978934906454235,0.004741463962068288,0.484349258649094,1.7958579881656802,0.8698224852071006
2003,1228,1443,1,0.3333333333333333,1.0,1.0,0.8,0.4166666666666667,0.75,1.0,0.7419354838709677,68.77777777777777,-1.1111111111111112,75.57142857142857,12.857142857142858,79.64285714285714,24.357142857142858,75.43333333333334,14.033333333333333,71.75,-4.666666666666667,71.5,11.5,74.6,14.466666666666667,73.09677419354838,6.67741935483871,-0.08333333333333337,0.25,0.0,0.058064516129032295,-2.9722222222222285,4.071428571428569,5.0428571428571445,2.3365591397849528,3.555555555555556,1.3571428571428577,9.89047619047619,7.355913978494623,27.1,55.8,7.433333333333334,20.166666666666668,13.8,19.1,9.733333333333333,25.4,18.266666666666666,13.166666666666666,7.0,3.1,19.133333333333333,0.484964417287028,0.3723069181148522,0.7199976420023859,25.70967741935484,55.903225806451616,7.709677419354839,21.032258064516128,13.96774193548387,21.096774193548388,12.161290322580646,23.258064516129032,14.193548387096774,15.161290322580646,7.064516129032258,3.5483870967741935,18.451612903225808,0.46462121819985713,0.3685073254615196,0.6608989698997837,0.01834862385321101,327.0,0.06116207951070336,0.01834862385321101,0.013163165337059766,0.04193971166448231,-0.021406727828746176,-1.0,0.1743119266055046,327.0,0.25688073394495414,0.1743119266055046,0.026052627107174233,0.21253822629969418,-0.02140672782874617,-1.0,-0.1559633027522936,-0.19790301441677588,-0.17059851463521186,-0.36850152905198774,-0.006541055947671553,0.008913791928689664,-0.03314816373481469,-3.71875,0.19732785200411102,-0.7338129496402879
2003,1242,1429,1,0.7777777777777778,0.42857142857142855,0.9285714285714286,0.7666666666666667,0.5,1.0,0.8461538461538461,0.7333333333333333,76.33333333333333,12.555555555555555,77.0,7.142857142857143,86.71428571428571,20.428571428571427,81.33333333333333,14.966666666666667,60.916666666666664,1.25,68.6,6.2,69.61538461538461,10.0,65.96666666666667,5.866666666666666,0.2777777777777778,-0.5714285714285714,0.08241758241758246,0.03333333333333344,15.416666666666664,8.400000000000006,17.098901098901095,15.36666666666666,11.305555555555555,0.9428571428571431,10.428571428571427,9.100000000000001,30.233333333333334,62.3,4.8,14.133333333333333,16.066666666666666,24.133333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,0.4873331904671726,0.3406431953714562,0.6616312643479461,23.7,51.93333333333333,4.033333333333333,12.133333333333333,14.533333333333333,20.233333333333334,12.633333333333333,22.366666666666667,13.9,12.233333333333333,5.066666666666666,2.0,16.1,0.45628551304633425,0.323404399035204,0.707348654587628,0.0061162079510703364,327.0,0.009174311926605505,0.0030581039755351682,0.0023117093150411454,0.004805591961555264,0.0,-1.0,0.40672782874617736,327.0,0.41896024464831805,0.2996941896024465,0.03359558107688825,0.36675404106596765,0.045871559633027525,-1.0,-0.40061162079510704,-0.4054172127566623,-0.3619484491044124,-0.7673656618610747,-0.001925175984598592,0.0017624702716145233,-0.14692593082459254,-83.36363636363637,0.013103037522334722,-1.0923168552709948
